Season,Player,Position,Age,Team,TeamID,Years of Service,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Wins,Losses,Salary,Injured,Injury_Periods,Total_Days_Injured,Injury_Risk,Salary Cap,Luxury Tax,1st Apron,BAE,Standard /Non-Taxpayer,Taxpayer,Team Room /Under Cap,Salary_Cap_Inflated,2nd Apron
2018-19,Mike Conley,Guard,31.00,MEM,1610612763.00,11.00,70.00,70.00,2342.00,490.00,1120.00,0.44,155.00,426.00,0.36,335.00,694.00,0.48,0.51,343.00,406.00,0.84,40.00,199.00,239.00,449.00,94.00,22.00,130.00,123.00,1478.00,21.40,0.57,1.90,9.70,5.70,33.40,2.00,0.90,9.10,27.30,5.70,2.30,8.00,0.16,4.60,0.10,4.70,3.90,33.00,49.00,30521115.00,True,2018-12-17 - 2018-12-19; 2019-02-01 - 2019-02-03,4.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Mike Muscala,Forward-Center,27.00,PHI,1610612747.00,5.00,47.00,6.00,1041.00,109.00,278.00,0.39,68.00,199.00,0.34,41.00,79.00,0.52,0.51,63.00,77.00,0.82,51.00,149.00,200.00,62.00,18.00,27.00,43.00,112.00,349.00,10.80,0.56,4.70,14.70,9.80,7.70,0.80,2.30,10.80,14.30,1.20,1.20,2.50,0.09,-0.80,-0.30,-1.10,0.30,37.00,45.00,5000000.00,True,2018-10-16 - 2018-10-23; 2018-11-07 - 2018-11-10; 2019-02-21 - 2019-02-23; 2019-03-22 - 2019-03-24,14.00,Moderate Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Mike Scott,Forward,30.00,LAC,1610612755.00,6.00,52.00,0.00,748.00,92.00,230.00,0.40,52.00,133.00,0.39,40.00,97.00,0.41,0.51,12.00,18.00,0.67,24.00,150.00,174.00,44.00,17.00,8.00,27.00,88.00,248.00,8.60,0.53,3.40,17.20,10.50,6.40,0.90,0.70,9.20,14.40,0.40,1.20,1.60,0.05,-1.90,-0.70,-2.50,-0.20,51.00,31.00,4320500.00,True,2019-04-09 - 2019-04-10; 2019-04-27 - 2019-05-02,6.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Miles Bridges,Forward,21.00,CHA,1610612766.00,0.00,80.00,25.00,1696.00,237.00,511.00,0.46,65.00,200.00,0.32,172.00,311.00,0.55,0.53,58.00,77.00,0.75,67.00,256.00,323.00,95.00,55.00,49.00,50.00,111.00,597.00,13.10,0.55,4.20,16.60,10.30,8.10,1.60,2.50,8.40,15.10,1.40,1.50,2.90,0.08,-0.90,0.10,-0.80,0.50,39.00,43.00,3206640.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Miles Plumlee,Center,30.00,ATL,1610612737.00,6.00,18.00,0.00,173.00,32.00,48.00,0.67,0.00,0.00,,32.00,48.00,0.67,0.67,16.00,30.00,0.53,16.00,23.00,39.00,17.00,6.00,4.00,10.00,14.00,80.00,18.90,0.65,9.50,14.30,11.80,14.70,1.60,2.00,14.00,16.70,0.40,0.10,0.50,0.14,1.60,0.00,1.60,0.20,29.00,53.00,12400000.00,True,2018-12-08 - 2018-12-29; 2019-01-06 - 2030-06-19,4203.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Milos Teodosic,Guard,32.00,LAC,0.00,1.00,15.00,0.00,150.00,17.00,40.00,0.42,10.00,27.00,0.37,7.00,13.00,0.54,0.55,4.00,7.00,0.57,3.00,13.00,16.00,32.00,3.00,1.00,21.00,27.00,48.00,6.50,0.56,2.20,8.90,5.70,28.80,0.90,0.50,32.80,18.00,-0.10,0.10,-0.10,-0.02,-3.80,-1.70,-5.40,-0.10,,,6300000.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Mitchell Creek,Forward-Guard,27.00,BKN,1610612750.00,0.00,4.00,0.00,36.00,5.00,10.00,0.50,0.00,1.00,0.00,5.00,9.00,0.56,0.50,5.00,7.00,0.71,5.00,5.00,10.00,5.00,1.00,0.00,0.00,3.00,15.00,20.20,0.55,13.20,13.10,13.20,18.60,2.00,0.00,5.00,17.60,0.10,0.00,0.20,0.20,2.40,1.10,3.50,0.10,36.00,46.00,47370.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Mitchell Robinson,Center-Forward,21.00,NYK,1610612752.00,0.00,66.00,19.00,1360.00,202.00,291.00,0.69,0.00,0.00,,202.00,291.00,0.69,0.69,81.00,135.00,0.60,177.00,246.00,423.00,37.00,52.00,161.00,35.00,217.00,485.00,22.00,0.69,13.30,19.40,16.30,4.20,1.80,10.00,9.10,12.10,4.00,2.20,6.10,0.22,0.10,2.40,2.50,1.60,17.00,65.00,1485440.00,True,2018-12-16 - 2019-01-17; 2019-02-03 - 2019-02-05,34.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Mo Bamba,Center,21.00,ORL,1610612753.00,0.00,47.00,1.00,766.00,117.00,243.00,0.48,21.00,70.00,0.30,96.00,173.00,0.55,0.52,37.00,63.00,0.59,64.00,169.00,233.00,39.00,13.00,64.00,43.00,102.00,292.00,14.90,0.54,8.80,24.00,16.30,7.40,0.80,7.00,13.70,17.80,0.30,1.40,1.70,0.11,-2.80,1.40,-1.40,0.10,42.00,40.00,4871280.00,True,2019-01-12 - 2019-01-18; 2019-02-05 - 2019-12-30,334.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Monte Morris,Guard,24.00,DEN,1610612743.00,1.00,82.00,6.00,1970.00,346.00,702.00,0.49,94.00,227.00,0.41,252.00,475.00,0.53,0.56,65.00,81.00,0.80,35.00,159.00,194.00,297.00,73.00,4.00,52.00,102.00,851.00,16.20,0.58,1.90,8.80,5.30,21.70,1.80,0.20,6.60,17.10,4.40,1.80,6.20,0.15,1.10,0.30,1.50,1.70,54.00,28.00,1349383.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Montrezl Harrell,Forward-Center,25.00,LAC,1610612746.00,3.00,82.00,5.00,2158.00,546.00,888.00,0.61,3.00,17.00,0.18,543.00,871.00,0.62,0.62,266.00,414.00,0.64,184.00,351.00,535.00,162.00,71.00,110.00,132.00,255.00,1361.00,23.40,0.64,9.30,16.70,13.10,12.50,1.60,4.00,11.00,23.50,6.10,2.60,8.70,0.19,2.60,0.70,3.30,2.90,48.00,34.00,6000000.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Moritz Wagner,Forward-Center,22.00,LAL,1610612747.00,0.00,43.00,5.00,446.00,71.00,171.00,0.42,22.00,77.00,0.29,49.00,94.00,0.52,0.48,43.00,53.00,0.81,17.00,68.00,85.00,24.00,11.00,13.00,39.00,57.00,207.00,10.10,0.53,4.00,15.40,9.80,7.40,1.10,2.40,16.70,21.70,-0.30,0.50,0.20,0.02,-3.90,-0.40,-4.30,-0.30,37.00,45.00,1764240.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Myles Turner,Center-Forward,23.00,IND,1610612754.00,3.00,74.00,74.00,2119.00,380.00,780.00,0.49,76.00,196.00,0.39,304.00,584.00,0.52,0.54,148.00,201.00,0.74,101.00,430.00,531.00,115.00,60.00,199.00,100.00,195.00,984.00,18.00,0.57,5.40,22.00,13.90,8.00,1.40,8.40,10.30,20.00,1.90,4.40,6.30,0.14,0.00,2.40,2.50,2.40,48.00,34.00,3294994.00,True,2018-11-23 - 2018-11-26; 2019-01-06 - 2019-01-15; 2019-02-22 - 2019-02-25; 2019-04-10 - 2019-04-13,18.00,Moderate Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nemanja Bjelica,Forward,31.00,SAC,1610612758.00,8.00,77.00,70.00,1788.00,284.00,593.00,0.48,103.00,257.00,0.40,181.00,336.00,0.54,0.57,70.00,92.00,0.76,125.00,319.00,444.00,147.00,54.00,56.00,82.00,197.00,741.00,15.40,0.58,7.00,18.80,12.80,11.10,1.40,2.70,11.50,16.50,2.70,1.90,4.50,0.12,0.40,0.50,0.90,1.30,39.00,43.00,6500000.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nerlens Noel,Center-Forward,25.00,OKC,1610612760.00,5.00,77.00,2.00,1056.00,162.00,276.00,0.59,0.00,0.00,,162.00,276.00,0.59,0.59,54.00,79.00,0.68,127.00,198.00,325.00,45.00,66.00,96.00,48.00,166.00,378.00,19.30,0.61,12.10,20.00,15.90,5.90,2.90,7.70,13.40,13.80,1.90,2.50,4.30,0.20,-1.20,3.30,2.10,1.10,49.00,33.00,1757429.00,True,2019-01-10 - 2019-01-17,7.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nick Young,Guard-Forward,34.00,DEN,0.00,11.00,4.00,0.00,37.00,3.00,9.00,0.33,3.00,8.00,0.38,0.00,1.00,0.00,0.50,0.00,0.00,,0.00,1.00,1.00,2.00,0.00,1.00,2.00,4.00,9.00,2.30,0.50,0.00,2.90,1.50,6.80,0.00,2.40,18.20,12.70,0.00,0.00,0.00,-0.02,-4.30,-2.50,-6.90,0.00,,,284020.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nicolas Batum,Guard-Forward,30.00,CHA,1610612766.00,10.00,75.00,72.00,2354.00,253.00,562.00,0.45,116.00,298.00,0.39,137.00,264.00,0.52,0.55,77.00,89.00,0.87,71.00,319.00,390.00,247.00,71.00,43.00,117.00,140.00,699.00,11.90,0.58,3.20,14.90,8.90,14.50,1.50,1.60,16.30,13.20,2.00,1.70,3.70,0.08,-0.70,0.40,-0.30,1.00,39.00,43.00,24000000.00,True,2019-03-23 - 2019-03-29,6.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nik Stauskas,Guard,25.00,POR,1610612739.00,4.00,44.00,0.00,673.00,96.00,229.00,0.42,43.00,125.00,0.34,53.00,104.00,0.51,0.51,32.00,36.00,0.89,10.00,70.00,80.00,62.00,14.00,4.00,40.00,31.00,267.00,10.90,0.55,1.90,11.70,6.80,11.10,1.00,0.60,12.20,17.60,0.60,0.50,1.10,0.05,-0.70,-1.20,-1.90,0.00,19.00,63.00,2161886.00,True,2019-02-05 - 2019-02-08,3.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nikola Jokic,Center,24.00,DEN,1610612743.00,4.00,80.00,80.00,2504.00,616.00,1206.00,0.51,83.00,270.00,0.31,533.00,936.00,0.57,0.55,289.00,352.00,0.82,228.00,637.00,865.00,580.00,108.00,55.00,248.00,228.00,1604.00,26.30,0.59,9.80,27.60,18.70,37.00,2.10,1.90,15.40,27.40,7.50,4.30,11.80,0.23,6.20,2.90,9.10,7.00,54.00,28.00,25467250.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nikola Mirotic,Forward,28.00,NOP,1610612749.00,7.00,32.00,22.00,925.00,182.00,407.00,0.45,85.00,231.00,0.37,97.00,176.00,0.55,0.55,85.00,101.00,0.84,46.00,218.00,264.00,35.00,21.00,25.00,37.00,86.00,534.00,17.20,0.58,5.10,22.60,14.00,6.20,1.20,2.20,7.40,21.40,2.00,1.40,3.50,0.13,2.10,-0.60,1.50,1.10,60.00,22.00,12500000.00,True,2018-11-10 - 2018-11-14; 2018-12-12 - 2019-01-09; 2019-01-24 - 2019-02-21; 2019-03-20 - 2019-04-14,85.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Nikola Vucevic,Center,28.00,ORL,1610612753.00,7.00,80.00,80.00,2510.00,701.00,1354.00,0.52,84.00,231.00,0.36,617.00,1123.00,0.55,0.55,179.00,227.00,0.79,224.00,736.00,960.00,307.00,81.00,89.00,159.00,157.00,1665.00,25.40,0.57,9.40,31.90,20.50,21.90,1.60,3.00,9.90,28.00,5.40,4.70,10.10,0.19,5.00,1.70,6.60,5.50,42.00,40.00,12750000.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Noah Vonleh,Forward,23.00,NYK,1610612752.00,4.00,68.00,57.00,1722.00,207.00,440.00,0.47,46.00,137.00,0.34,161.00,303.00,0.53,0.52,111.00,156.00,0.71,113.00,415.00,528.00,129.00,46.00,51.00,88.00,174.00,571.00,13.90,0.56,6.70,25.80,16.00,11.10,1.30,2.50,14.70,14.80,1.50,1.70,3.20,0.09,-1.20,0.50,-0.70,0.60,17.00,65.00,1621415.00,True,2019-03-17 - 2020-03-05,354.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Norman Powell,Guard,26.00,TOR,1610612761.00,3.00,60.00,3.00,1126.00,193.00,400.00,0.48,68.00,170.00,0.40,125.00,230.00,0.54,0.57,62.00,75.00,0.83,16.00,123.00,139.00,91.00,39.00,13.00,65.00,96.00,516.00,13.30,0.60,1.60,11.50,6.70,11.60,1.70,1.00,13.10,19.00,1.00,1.40,2.40,0.10,-0.90,0.20,-0.70,0.40,58.00,24.00,9367200.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,OG Anunoby,Forward-Guard,21.00,TOR,1610612761.00,1.00,67.00,6.00,1352.00,183.00,404.00,0.45,67.00,202.00,0.33,116.00,202.00,0.57,0.54,36.00,62.00,0.58,58.00,139.00,197.00,47.00,46.00,22.00,55.00,140.00,469.00,9.80,0.54,4.80,10.80,7.90,4.70,1.60,1.30,11.30,15.50,0.30,1.70,2.00,0.07,-2.40,0.10,-2.40,-0.10,58.00,24.00,1952760.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Omari Spellman,Forward,21.00,ATL,1610612737.00,0.00,46.00,11.00,805.00,98.00,244.00,0.40,44.00,128.00,0.34,54.00,116.00,0.47,0.49,32.00,45.00,0.71,72.00,122.00,194.00,47.00,26.00,25.00,31.00,67.00,272.00,12.40,0.52,9.20,16.30,12.70,8.00,1.50,2.70,10.50,14.90,0.60,0.50,1.20,0.07,-0.50,-0.70,-1.20,0.20,29.00,53.00,1622520.00,True,2018-11-21 - 2018-11-23; 2018-12-08 - 2018-12-26; 2018-12-29 - 2019-01-06; 2019-03-03 - 2019-12-30,330.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Omri Casspi,Forward,31.00,MEM,0.00,9.00,36.00,0.00,520.00,86.00,161.00,0.53,15.00,43.00,0.35,71.00,118.00,0.60,0.58,39.00,58.00,0.67,17.00,98.00,115.00,26.00,20.00,9.00,23.00,35.00,226.00,15.70,0.61,3.60,21.50,12.40,8.10,1.90,1.60,11.00,18.00,0.60,0.70,1.30,0.12,-0.30,0.70,0.40,0.30,,,2176260.00,True,2018-11-07 - 2018-11-16; 2018-12-23 - 2018-12-26; 2019-01-26 - 2019-02-07,24.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,PJ Dozier,Guard-Forward,22.00,BOS,1610612738.00,1.00,6.00,0.00,51.00,8.00,21.00,0.38,2.00,8.00,0.25,6.00,13.00,0.46,0.43,1.00,2.00,0.50,6.00,11.00,17.00,5.00,2.00,0.00,0.00,2.00,19.00,16.00,0.43,12.50,23.10,17.80,13.70,1.90,0.00,0.00,18.60,0.10,0.10,0.10,0.12,-1.30,-0.60,-2.00,0.00,49.00,33.00,77250.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Pascal Siakam,Forward,25.00,TOR,1610612761.00,2.00,80.00,79.00,2548.00,519.00,945.00,0.55,79.00,214.00,0.37,440.00,731.00,0.60,0.59,237.00,302.00,0.78,124.00,425.00,549.00,248.00,73.00,52.00,154.00,241.00,1354.00,18.70,0.63,5.40,17.50,11.60,14.60,1.40,1.70,12.50,20.80,5.70,3.60,9.30,0.18,1.60,0.80,2.40,2.80,58.00,24.00,1544951.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Pat Connaughton,Guard,26.00,MIL,1610612749.00,3.00,61.00,2.00,1261.00,163.00,350.00,0.47,66.00,200.00,0.33,97.00,150.00,0.65,0.56,29.00,40.00,0.72,61.00,197.00,258.00,122.00,33.00,25.00,33.00,81.00,421.00,13.60,0.57,5.20,15.00,10.40,12.60,1.20,1.70,8.20,13.30,2.00,1.90,3.90,0.15,0.30,0.80,1.20,1.00,60.00,22.00,1641000.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Patrick Beverley,Guard,30.00,LAC,1610612746.00,9.00,78.00,49.00,2137.00,194.00,477.00,0.41,112.00,282.00,0.40,82.00,195.00,0.42,0.52,96.00,123.00,0.78,76.00,312.00,388.00,300.00,67.00,43.00,85.00,265.00,596.00,11.80,0.56,3.90,15.00,9.60,18.40,1.50,1.60,13.80,12.20,2.80,2.00,4.80,0.11,-0.30,1.20,0.90,1.50,48.00,34.00,5027028.00,True,2019-03-28 - 2019-03-30; 2019-04-03 - 2019-04-10,9.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Patrick McCaw,Guard,23.00,CLE,1610612761.00,2.00,3.00,0.00,53.00,2.00,9.00,0.22,1.00,4.00,0.25,1.00,5.00,0.20,0.28,0.00,0.00,,0.00,3.00,3.00,2.00,2.00,0.00,3.00,1.00,5.00,7.50,0.53,2.00,10.90,6.50,9.20,2.80,0.40,19.60,9.40,0.00,0.50,0.50,0.06,-4.80,1.90,-3.00,-0.10,58.00,24.00,964104.00,True,2019-01-11 - 2019-01-13; 2019-02-13 - 2019-02-21; 2019-03-30 - 2019-04-19,30.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Patrick Patterson,Forward,30.00,OKC,1610612760.00,8.00,63.00,5.00,861.00,82.00,219.00,0.37,46.00,137.00,0.34,36.00,82.00,0.44,0.48,19.00,30.00,0.63,42.00,105.00,147.00,31.00,16.00,13.00,22.00,46.00,229.00,8.10,0.49,4.90,13.00,8.80,4.60,0.90,1.30,8.70,12.00,0.20,0.90,1.10,0.06,-2.00,-0.40,-2.50,-0.10,49.00,33.00,5451600.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Pau Gasol,Center-Forward,38.00,SAS,1610612749.00,17.00,27.00,6.00,330.00,41.00,88.00,0.47,5.00,10.00,0.50,36.00,78.00,0.46,0.49,27.00,38.00,0.71,22.00,105.00,127.00,50.00,5.00,14.00,14.00,28.00,114.00,16.70,0.53,6.70,34.20,20.60,19.10,0.70,3.50,12.50,15.60,0.50,0.50,1.10,0.14,1.00,2.10,3.10,0.50,60.00,22.00,17133285.00,True,2018-11-07 - 2018-12-28; 2019-03-19 - 2019-11-20,297.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Paul George,Forward,29.00,OKC,1610612760.00,8.00,77.00,77.00,2841.00,707.00,1614.00,0.44,292.00,757.00,0.39,415.00,857.00,0.48,0.53,453.00,540.00,0.84,105.00,523.00,628.00,318.00,170.00,34.00,205.00,214.00,2159.00,23.30,0.58,3.70,19.60,11.40,17.70,2.80,1.00,10.00,29.50,7.00,4.90,11.90,0.20,5.60,1.60,7.20,6.60,49.00,33.00,30560700.00,True,2019-04-10 - 2019-04-14,4.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Paul Millsap,Forward,34.00,DEN,1610612743.00,12.00,70.00,65.00,1895.00,322.00,665.00,0.48,58.00,159.00,0.36,264.00,506.00,0.52,0.53,181.00,249.00,0.73,153.00,352.00,505.00,141.00,83.00,54.00,95.00,183.00,883.00,17.90,0.57,8.70,20.20,14.40,10.60,2.20,2.50,10.90,19.60,3.20,2.90,6.10,0.16,0.70,1.00,1.70,1.80,54.00,28.00,29230769.00,True,2018-12-08 - 2018-12-29; 2019-02-06 - 2019-02-11,26.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Quincy Acy,Forward,28.00,PHX,0.00,6.00,10.00,0.00,123.00,4.00,18.00,0.22,2.00,15.00,0.13,2.00,3.00,0.67,0.28,7.00,10.00,0.70,3.00,22.00,25.00,8.00,1.00,4.00,4.00,24.00,17.00,2.90,0.38,2.70,20.10,11.30,8.20,0.40,2.70,15.20,9.20,-0.10,0.00,-0.10,-0.02,-7.60,-0.50,-8.10,-0.20,,,213948.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Quincy Pondexter,Forward,31.00,SAS,1610612759.00,8.00,53.00,0.00,292.00,29.00,58.00,0.50,6.00,18.00,0.33,23.00,40.00,0.57,0.55,34.00,42.00,0.81,8.00,38.00,46.00,24.00,11.00,1.00,13.00,24.00,98.00,13.20,0.64,3.00,14.10,8.60,10.60,1.80,0.30,14.50,13.50,0.50,0.30,0.80,0.13,-1.60,0.70,-0.90,0.10,48.00,34.00,2165481.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Quinn Cook,Guard,26.00,GSW,1610612744.00,2.00,74.00,10.00,1059.00,204.00,439.00,0.46,81.00,200.00,0.40,123.00,239.00,0.51,0.56,20.00,26.00,0.77,22.00,135.00,157.00,116.00,20.00,3.00,50.00,92.00,509.00,13.10,0.56,2.30,13.00,7.90,15.20,0.90,0.20,10.00,20.20,1.00,0.80,1.80,0.08,-0.50,-1.60,-2.10,0.00,57.00,25.00,1544951.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,RJ Hunter,Guard,25.00,BOS,1610612738.00,3.00,1.00,0.00,26.00,6.00,13.00,0.46,4.00,10.00,0.40,2.00,3.00,0.67,0.62,1.00,2.00,0.50,1.00,2.00,3.00,3.00,1.00,0.00,0.00,3.00,17.00,21.60,0.61,4.10,8.20,6.20,18.00,1.90,0.00,0.00,23.10,0.10,0.00,0.10,0.22,3.20,0.40,3.60,0.00,49.00,33.00,77250.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Rajon Rondo,Guard,33.00,LAL,1610612747.00,12.00,46.00,29.00,1369.00,175.00,432.00,0.41,51.00,142.00,0.36,124.00,290.00,0.43,0.46,23.00,36.00,0.64,34.00,209.00,243.00,367.00,57.00,7.00,127.00,100.00,424.00,12.10,0.47,2.60,15.50,9.20,35.50,1.90,0.40,22.10,17.40,-0.20,1.50,1.30,0.05,-1.70,0.20,-1.50,0.20,37.00,45.00,9000000.00,True,2018-11-17 - 2018-12-21; 2018-12-27 - 2019-01-24,62.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Raul Neto,Guard,27.00,UTA,1610612762.00,5.00,37.00,1.00,474.00,74.00,161.00,0.46,20.00,60.00,0.33,54.00,101.00,0.53,0.52,28.00,33.00,0.85,6.00,56.00,62.00,93.00,14.00,4.00,35.00,49.00,196.00,13.40,0.56,1.40,12.60,7.10,28.70,1.40,0.70,16.60,19.00,0.50,0.60,1.10,0.12,-1.10,0.80,-0.30,0.20,50.00,32.00,2100000.00,True,2018-10-17 - 2018-11-19; 2018-12-12 - 2018-12-15; 2019-01-12 - 2019-02-06; 2019-02-28 - 2019-03-13; 2019-04-05 - 2019-04-14,83.00,High Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Rawle Alkins,Guard,21.00,CHI,1610612741.00,0.00,10.00,1.00,120.00,13.00,39.00,0.33,3.00,12.00,0.25,10.00,27.00,0.37,0.37,8.00,12.00,0.67,11.00,15.00,26.00,13.00,1.00,0.00,8.00,7.00,37.00,8.10,0.42,9.90,13.70,11.80,15.20,0.40,0.00,15.30,19.00,-0.10,0.00,-0.10,-0.04,-3.80,-3.50,-7.30,-0.20,22.00,60.00,77250.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Raymond Felton,Guard,35.00,OKC,1610612760.00,13.00,33.00,0.00,379.00,55.00,135.00,0.41,20.00,61.00,0.33,35.00,74.00,0.47,0.48,12.00,13.00,0.92,4.00,30.00,34.00,52.00,10.00,6.00,14.00,29.00,142.00,11.20,0.50,1.10,8.40,4.60,18.70,1.20,1.30,9.00,16.60,0.30,0.40,0.70,0.09,-1.70,0.40,-1.30,0.10,49.00,33.00,2393887.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
2018-19,Reggie Jackson,Guard,29.00,DET,1610612765.00,7.00,82.00,82.00,2289.00,441.00,1047.00,0.42,174.00,471.00,0.37,267.00,576.00,0.46,0.50,204.00,236.00,0.86,45.00,171.00,216.00,344.00,55.00,9.00,148.00,208.00,1260.00,15.20,0.55,2.10,8.50,5.20,24.70,1.20,0.30,11.40,24.50,3.10,1.90,5.00,0.10,1.30,-0.90,0.40,1.40,41.00,41.00,17043478.00,False,,0.00,Low Risk,101869000.00,123733000.00,129817000.00,3382000.00,8641000.00,5337000.00,4449000.00,118724178.12,
