Season,Player,Position,Age,Team,TeamID,Years of Service,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Wins,Losses,Salary,Injured,Injury_Periods,Total_Days_Injured,Injury_Risk,Salary Cap,Luxury Tax,1st Apron,BAE,Standard /Non-Taxpayer,Taxpayer,Team Room /Under Cap,Salary_Cap_Inflated,2nd Apron
2020-21,Keljin Blevins,Guard,25.00,POR,1610612757.00,1.00,17.00,0.00,75.00,5.00,20.00,0.25,2.00,8.00,0.25,3.00,12.00,0.25,0.30,0.00,0.00,,3.00,7.00,10.00,4.00,2.00,0.00,5.00,8.00,12.00,-0.90,0.30,4.20,10.30,7.10,6.70,1.30,0.00,20.00,14.30,-0.20,0.00,-0.20,-0.14,-8.30,-2.30,-10.70,-0.20,42.00,30.00,449115.00,True,2021-01-24 - 2021-01-25; 2021-02-09 - 2021-02-14; 2021-03-16 - 2021-03-23; 2021-03-31 - 2021-04-02; 2021-04-03 - 2021-04-23; 2021-04-21 - 2021-04-23,37.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kelly Olynyk,Forward-Center,30.00,MIA,1610612745.00,7.00,43.00,38.00,1157.00,162.00,376.00,0.43,77.00,243.00,0.32,85.00,133.00,0.64,0.53,31.00,40.00,0.78,44.00,217.00,261.00,91.00,40.00,26.00,55.00,123.00,432.00,16.40,0.61,4.80,22.50,13.60,16.00,1.90,2.10,14.00,19.70,2.50,2.60,5.10,0.12,0.30,0.90,1.20,1.60,17.00,55.00,12819650.00,True,2021-03-26 - 2021-03-27,1.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kemba Walker,Guard,31.00,BOS,1610612760.00,9.00,43.00,43.00,1369.00,284.00,676.00,0.42,127.00,353.00,0.36,157.00,323.00,0.49,0.51,134.00,149.00,0.90,16.00,154.00,170.00,212.00,48.00,12.00,88.00,61.00,829.00,17.70,0.56,1.30,12.60,6.90,23.80,1.70,0.80,10.60,26.10,2.10,1.10,3.30,0.12,2.80,-0.70,2.10,1.40,22.00,50.00,34379100.00,True,2020-12-23 - 2021-01-17; 2021-01-25 - 2021-01-27; 2021-02-03 - 2021-02-04; 2021-02-12 - 2021-02-14; 2021-02-17 - 2021-02-19; 2021-02-24 - 2021-02-26; 2021-03-17 - 2021-03-19; 2021-03-22 - 2021-03-23; 2021-03-27 - 2021-03-29; 2021-04-07 - 2021-04-09; 2021-04-19 - 2021-04-22; 2021-04-23 - 2021-04-25; 2021-04-27 - 2021-05-05; 2021-05-12 - 2021-05-18; 2021-05-14 - 2021-05-18; 2021-05-30 - 2022-01-18,297.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kendrick Nunn,Guard,25.00,MIA,1610612748.00,2.00,56.00,44.00,1650.00,319.00,658.00,0.48,122.00,320.00,0.38,197.00,338.00,0.58,0.58,56.00,60.00,0.93,21.00,158.00,179.00,148.00,52.00,14.00,80.00,108.00,816.00,14.20,0.60,1.50,10.80,6.20,14.50,1.60,0.90,10.50,20.90,1.40,1.50,2.90,0.08,-0.10,-0.40,-0.50,0.60,40.00,32.00,1663861.00,True,2021-01-11 - 2021-01-16,5.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kenrich Williams,Guard-Forward,26.00,OKC,1610612760.00,2.00,66.00,13.00,1426.00,219.00,411.00,0.53,52.00,117.00,0.44,167.00,294.00,0.57,0.60,36.00,63.00,0.57,84.00,189.00,273.00,152.00,55.00,17.00,76.00,143.00,526.00,14.00,0.60,6.10,14.00,10.00,16.40,1.80,1.10,14.80,15.30,1.60,1.20,2.80,0.10,-1.20,0.50,-0.70,0.40,22.00,50.00,2000000.00,False,,0.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kent Bazemore,Guard-Forward,31.00,GSW,1610612744.00,8.00,67.00,18.00,1334.00,176.00,392.00,0.45,75.00,184.00,0.41,101.00,208.00,0.49,0.54,54.00,78.00,0.69,26.00,203.00,229.00,108.00,69.00,33.00,82.00,158.00,481.00,10.60,0.56,2.10,16.00,9.10,11.10,2.40,2.20,16.10,16.30,-0.20,2.10,1.80,0.06,-2.90,1.70,-1.20,0.20,39.00,33.00,2320044.00,True,2021-04-23 - 2021-04-28,5.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kentavious Caldwell-Pope,Guard,28.00,LAL,1610612747.00,7.00,67.00,67.00,1902.00,218.00,506.00,0.43,120.00,293.00,0.41,98.00,213.00,0.46,0.55,97.00,112.00,0.87,27.00,152.00,179.00,127.00,62.00,26.00,66.00,114.00,653.00,10.70,0.59,1.60,8.90,5.30,9.20,1.60,1.20,10.60,14.20,1.60,2.60,4.20,0.11,-1.60,1.00,-0.50,0.70,42.00,30.00,12073020.00,True,2021-01-03 - 2021-01-10; 2021-05-30 - 2021-06-01,9.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kevin Durant,Forward,32.00,BKN,1610612751.00,13.00,35.00,32.00,1157.00,324.00,603.00,0.54,85.00,189.00,0.45,239.00,414.00,0.58,0.61,210.00,238.00,0.88,13.00,234.00,247.00,195.00,25.00,45.00,120.00,70.00,943.00,26.40,0.67,1.30,21.30,11.80,27.50,1.00,3.40,14.50,31.20,3.70,1.20,5.00,0.21,6.40,0.80,7.20,2.70,48.00,24.00,40108950.00,True,2021-01-04 - 2021-01-10; 2021-02-06 - 2021-02-13; 2021-02-14 - 2021-04-07,65.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kevin Huerter,Guard-Forward,22.00,ATL,1610612737.00,2.00,69.00,49.00,2126.00,316.00,731.00,0.43,140.00,386.00,0.36,176.00,345.00,0.51,0.53,50.00,64.00,0.78,38.00,193.00,231.00,241.00,82.00,18.00,79.00,165.00,822.00,12.20,0.54,2.00,9.70,6.00,16.30,1.90,0.70,9.40,17.20,1.90,1.70,3.60,0.08,-0.60,0.40,-0.30,1.00,41.00,31.00,2761920.00,True,2021-04-28 - 2021-05-01,3.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kevin Love,Forward-Center,32.00,CLE,1610612739.00,12.00,25.00,25.00,622.00,103.00,252.00,0.41,57.00,156.00,0.37,46.00,96.00,0.48,0.52,42.00,51.00,0.82,17.00,169.00,186.00,63.00,16.00,2.00,38.00,26.00,305.00,15.10,0.56,3.00,31.20,16.70,16.00,1.30,0.30,12.20,21.90,0.30,0.60,0.90,0.07,0.90,-0.90,-0.10,0.30,22.00,50.00,31258256.00,True,2020-12-22 - 2020-12-26; 2020-12-26 - 2021-03-12; 2021-03-16 - 2021-04-01,96.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kevon Looney,Forward,25.00,GSW,1610612744.00,5.00,61.00,34.00,1161.00,108.00,197.00,0.55,4.00,17.00,0.24,104.00,180.00,0.58,0.56,31.00,48.00,0.65,117.00,205.00,322.00,119.00,21.00,22.00,37.00,136.00,251.00,11.90,0.57,10.90,18.60,14.80,13.40,0.80,1.70,14.50,9.40,2.00,1.40,3.40,0.14,-1.80,1.00,-0.90,0.30,39.00,33.00,4821429.00,True,2021-03-20 - 2021-03-21,1.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Khem Birch,Center,28.00,ORL,1610612761.00,3.00,48.00,5.00,952.00,94.00,209.00,0.45,4.00,21.00,0.19,90.00,188.00,0.48,0.46,63.00,85.00,0.74,117.00,126.00,243.00,53.00,32.00,28.00,23.00,67.00,255.00,15.10,0.55,11.60,15.30,13.40,8.50,1.50,3.10,9.20,13.60,2.30,1.40,3.80,0.12,-1.00,0.10,-1.00,0.40,27.00,45.00,3011499.00,False,,0.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Khris Middleton,Forward,29.00,MIL,1610612749.00,8.00,68.00,68.00,2269.00,511.00,1074.00,0.48,151.00,365.00,0.41,360.00,709.00,0.51,0.55,212.00,236.00,0.90,54.00,352.00,406.00,370.00,74.00,9.00,178.00,160.00,1385.00,18.20,0.59,2.60,15.70,9.40,23.20,1.50,0.40,13.10,25.00,4.10,2.20,6.40,0.14,1.70,-0.30,1.30,1.90,46.00,26.00,33051724.00,True,2021-05-05 - 2021-05-06; 2021-05-16 - 2021-05-22,7.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Khyri Thomas,Guard,25.00,HOU,1610612745.00,2.00,5.00,2.00,153.00,32.00,66.00,0.48,9.00,27.00,0.33,23.00,39.00,0.59,0.55,9.00,9.00,1.00,7.00,11.00,18.00,25.00,9.00,6.00,6.00,8.00,82.00,21.30,0.59,4.70,8.00,6.30,26.90,2.80,3.50,7.90,21.10,0.40,0.10,0.50,0.16,2.50,-0.10,2.40,0.20,17.00,55.00,1061283.00,True,2021-05-15 - 2030-06-21,3324.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Killian Hayes,Guard,19.00,DET,1610612765.00,0.00,26.00,18.00,670.00,71.00,201.00,0.35,20.00,72.00,0.28,51.00,129.00,0.40,0.40,14.00,17.00,0.82,6.00,63.00,69.00,138.00,27.00,10.00,83.00,57.00,176.00,5.30,0.42,1.00,10.60,5.70,29.70,2.00,1.30,28.50,19.00,-1.80,0.60,-1.10,-0.08,-6.30,-0.90,-7.20,-0.90,20.00,52.00,5307120.00,True,2021-01-06 - 2021-04-03; 2021-04-06 - 2021-04-08; 2021-04-11 - 2021-04-13; 2021-04-17 - 2021-04-19; 2021-04-21 - 2021-04-22; 2021-05-06 - 2021-05-07,95.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Killian Tillie,Forward-Center,23.00,MEM,1610612763.00,0.00,18.00,1.00,182.00,19.00,57.00,0.33,10.00,33.00,0.30,9.00,24.00,0.38,0.42,9.00,11.00,0.82,6.00,18.00,24.00,8.00,5.00,8.00,2.00,20.00,57.00,8.50,0.46,3.50,10.60,7.00,5.60,1.30,4.00,3.10,14.80,0.00,0.20,0.20,0.06,-3.40,-0.30,-3.70,-0.10,38.00,34.00,449115.00,True,2020-12-22 - 2021-01-16; 2021-01-29 - 2021-02-28,55.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kostas Antetokounmpo,Forward,23.00,LAL,1610612747.00,2.00,15.00,0.00,56.00,3.00,10.00,0.30,0.00,0.00,,3.00,10.00,0.30,0.30,6.00,13.00,0.46,4.00,15.00,19.00,1.00,2.00,4.00,11.00,8.00,12.00,0.00,0.38,8.10,29.90,19.10,2.30,1.70,6.40,41.20,20.70,-0.30,0.10,-0.20,-0.17,-13.30,0.80,-12.60,-0.10,42.00,30.00,449115.00,True,2020-12-22 - 2020-12-27; 2020-12-28 - 2021-02-20; 2021-03-11 - 2021-03-19,67.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kris Dunn,Guard,27.00,ATL,1610612737.00,4.00,4.00,0.00,45.00,1.00,12.00,0.08,0.00,2.00,0.00,1.00,10.00,0.10,0.08,3.00,4.00,0.75,0.00,6.00,6.00,2.00,2.00,2.00,3.00,10.00,5.00,-5.70,0.18,0.00,14.30,7.30,5.40,2.20,3.90,17.90,16.20,-0.20,0.10,-0.20,-0.20,-13.70,-0.10,-13.70,-0.10,41.00,31.00,4767000.00,True,2020-12-23 - 2021-04-26; 2020-12-27 - 2021-04-26; 2021-06-05 - 2021-06-10,249.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kristaps Porzingis,Forward-Center,25.00,DAL,1610612742.00,5.00,43.00,43.00,1327.00,325.00,683.00,0.48,97.00,258.00,0.38,228.00,425.00,0.54,0.55,118.00,138.00,0.86,82.00,299.00,381.00,68.00,20.00,58.00,51.00,115.00,865.00,21.30,0.58,6.90,24.60,15.80,8.40,0.70,4.10,6.40,26.50,2.60,1.70,4.30,0.15,3.00,-0.80,2.20,1.40,42.00,30.00,29467800.00,True,2020-12-22 - 2021-01-13; 2021-01-30 - 2021-02-01; 2021-02-22 - 2021-02-27; 2021-04-12 - 2021-04-13; 2021-05-01 - 2021-05-12,41.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kyle Anderson,Forward-Guard,27.00,MEM,1610612763.00,6.00,69.00,69.00,1887.00,308.00,658.00,0.47,94.00,261.00,0.36,214.00,397.00,0.54,0.54,144.00,184.00,0.78,52.00,344.00,396.00,250.00,84.00,57.00,86.00,120.00,854.00,17.20,0.58,2.90,19.50,11.10,18.30,2.10,2.70,10.40,18.50,2.90,2.70,5.60,0.14,1.40,1.90,3.30,2.50,38.00,34.00,9505100.00,True,2021-03-02 - 2021-03-03,1.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kyle Guy,Guard,23.00,SAC,1610612758.00,1.00,31.00,0.00,235.00,29.00,88.00,0.33,13.00,46.00,0.28,16.00,42.00,0.38,0.40,16.00,20.00,0.80,5.00,30.00,35.00,32.00,6.00,0.00,11.00,20.00,87.00,8.50,0.45,2.30,14.40,8.30,17.90,1.20,0.00,10.20,19.70,-0.10,0.10,-0.10,-0.02,-3.70,-2.10,-5.80,-0.20,31.00,41.00,537888.00,False,,0.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kyle Kuzma,Forward,25.00,LAL,1610612747.00,3.00,68.00,32.00,1954.00,335.00,757.00,0.44,137.00,380.00,0.36,198.00,377.00,0.53,0.53,67.00,97.00,0.69,108.00,309.00,417.00,127.00,35.00,41.00,113.00,121.00,874.00,12.70,0.55,6.30,17.70,12.00,9.80,0.90,1.90,12.40,20.30,0.40,2.90,3.30,0.08,-0.40,-0.10,-0.40,0.80,42.00,30.00,3562178.00,True,2021-04-08 - 2021-04-12,4.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kyle Lowry,Guard,35.00,TOR,1610612761.00,14.00,46.00,46.00,1602.00,260.00,596.00,0.44,131.00,331.00,0.40,129.00,265.00,0.49,0.55,140.00,160.00,0.88,35.00,212.00,247.00,338.00,45.00,14.00,126.00,143.00,791.00,16.50,0.59,2.30,15.10,8.50,31.80,1.40,0.90,15.90,21.40,2.90,1.30,4.10,0.12,2.00,-0.40,1.60,1.50,27.00,45.00,30500000.00,True,2021-01-22 - 2021-01-25; 2021-02-18 - 2021-02-24; 2021-03-28 - 2021-03-29; 2021-04-02 - 2021-04-11; 2021-05-01 - 2021-05-02; 2021-05-06 - 2021-12-31,259.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Kyrie Irving,Guard,29.00,BKN,1610612751.00,9.00,54.00,54.00,1886.00,549.00,1086.00,0.51,152.00,378.00,0.40,397.00,708.00,0.56,0.58,201.00,218.00,0.92,52.00,205.00,257.00,324.00,76.00,37.00,130.00,140.00,1451.00,24.40,0.61,3.20,11.40,7.50,28.60,1.90,1.70,9.90,30.40,5.80,1.60,7.40,0.19,5.70,-0.20,5.50,3.60,48.00,24.00,33722850.00,True,2020-12-28 - 2020-12-30; 2021-02-06 - 2021-02-09; 2021-02-16 - 2021-02-17; 2021-02-27 - 2021-03-01; 2021-04-29 - 2021-04-30; 2021-05-12 - 2021-05-15; 2021-06-14 - 2022-01-05,217.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,LaMarcus Aldridge,Center-Forward,35.00,SAS,0.00,14.00,21.00,18.00,544.00,115.00,248.00,0.46,27.00,75.00,0.36,88.00,173.00,0.51,0.52,31.00,37.00,0.84,17.00,77.00,94.00,36.00,8.00,18.00,20.00,36.00,288.00,15.70,0.56,3.00,15.80,9.40,11.00,0.80,3.70,7.90,22.20,0.50,0.60,1.10,0.08,-0.20,-0.20,-0.30,0.30,,,17628340.00,True,2020-12-30 - 2021-01-05; 2021-02-02 - 2021-02-24; 2021-03-10 - 2021-03-25; 2021-03-29 - 2021-04-01; 2021-04-11 - 2021-04-15,50.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,LaMelo Ball,Guard,19.00,CHA,1610612766.00,0.00,51.00,31.00,1469.00,293.00,672.00,0.44,92.00,261.00,0.35,201.00,411.00,0.49,0.50,125.00,165.00,0.76,63.00,239.00,302.00,313.00,81.00,18.00,145.00,136.00,803.00,17.50,0.54,4.60,17.90,11.10,33.90,2.70,1.20,16.30,26.10,1.00,1.90,2.80,0.09,1.10,0.70,1.80,1.40,33.00,39.00,7839960.00,True,2021-03-21 - 2021-05-01,41.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Lamar Stevens,Forward,23.00,CLE,1610612739.00,0.00,40.00,0.00,499.00,62.00,136.00,0.46,4.00,25.00,0.16,58.00,111.00,0.52,0.47,37.00,51.00,0.73,24.00,72.00,96.00,25.00,17.00,13.00,23.00,53.00,165.00,10.50,0.52,5.30,16.60,10.80,7.40,1.70,2.30,12.70,15.80,0.00,0.50,0.40,0.04,-4.20,0.00,-4.20,-0.30,22.00,50.00,1000000.00,True,2021-01-24 - 2021-01-25; 2021-01-27 - 2021-01-31; 2021-04-26 - 2021-11-27,220.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Landry Shamet,Guard,24.00,BKN,1610612751.00,2.00,61.00,12.00,1403.00,186.00,456.00,0.41,129.00,333.00,0.39,57.00,123.00,0.46,0.55,66.00,78.00,0.85,11.00,101.00,112.00,99.00,31.00,10.00,48.00,93.00,567.00,10.30,0.58,0.90,7.60,4.40,9.30,1.10,0.60,8.90,16.70,1.20,0.60,1.80,0.06,-0.90,-1.50,-2.40,-0.20,48.00,24.00,2090040.00,True,2021-03-24 - 2021-04-01; 2021-04-05 - 2021-04-09,12.00,Moderate Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Langston Galloway,Guard,29.00,PHX,1610612756.00,6.00,40.00,0.00,438.00,66.00,147.00,0.45,36.00,85.00,0.42,30.00,62.00,0.48,0.57,22.00,23.00,0.96,7.00,35.00,42.00,26.00,8.00,0.00,13.00,25.00,190.00,12.10,0.60,1.80,8.90,5.40,8.00,0.90,0.00,7.60,17.30,0.60,0.30,0.90,0.10,-0.10,-0.80,-0.90,0.10,51.00,21.00,2028594.00,False,,0.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Lauri Markkanen,Forward-Center,24.00,CHI,1610612741.00,3.00,51.00,26.00,1317.00,250.00,521.00,0.48,119.00,296.00,0.40,131.00,225.00,0.58,0.59,76.00,92.00,0.83,35.00,233.00,268.00,45.00,26.00,15.00,52.00,75.00,695.00,15.20,0.62,3.00,19.40,11.30,5.00,1.00,1.00,8.50,20.20,1.70,1.30,3.00,0.11,1.00,-0.90,0.10,0.70,31.00,41.00,6731508.00,True,2020-12-31 - 2021-01-15; 2021-02-06 - 2021-03-11; 2021-04-30 - 2021-05-01,49.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,LeBron James,Forward,36.00,LAL,1610612747.00,17.00,45.00,45.00,1504.00,422.00,823.00,0.51,104.00,285.00,0.36,318.00,538.00,0.59,0.58,178.00,255.00,0.70,29.00,317.00,346.00,350.00,48.00,25.00,168.00,70.00,1126.00,24.20,0.60,2.20,23.60,12.90,41.80,1.60,1.50,15.20,31.90,3.00,2.60,5.60,0.18,5.90,2.30,8.10,3.80,42.00,30.00,39219566.00,True,2021-03-03 - 2021-03-12; 2021-03-21 - 2021-04-30; 2021-05-03 - 2021-05-15,61.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Lonzo Ball,Guard,23.00,NOP,1610612740.00,3.00,55.00,55.00,1747.00,290.00,700.00,0.41,172.00,455.00,0.38,118.00,245.00,0.48,0.54,50.00,64.00,0.78,33.00,230.00,263.00,316.00,82.00,31.00,123.00,103.00,802.00,15.20,0.55,2.10,14.30,8.20,25.40,2.30,1.70,14.50,20.50,1.50,1.70,3.20,0.09,1.40,0.30,1.70,1.60,31.00,41.00,11003782.00,True,2021-01-12 - 2021-01-19; 2021-03-27 - 2021-04-04; 2021-04-09 - 2021-04-16,22.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Louis King,Forward,22.00,SAC,1610612758.00,1.00,6.00,1.00,85.00,17.00,34.00,0.50,4.00,11.00,0.36,13.00,23.00,0.57,0.56,6.00,6.00,1.00,5.00,13.00,18.00,9.00,7.00,3.00,4.00,9.00,44.00,21.20,0.60,6.40,17.20,11.80,15.40,4.00,3.00,9.80,20.60,0.20,0.10,0.30,0.16,2.30,2.50,4.90,0.10,31.00,41.00,49222.00,False,,0.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Luguentz Dort,Guard,22.00,OKC,1610612760.00,1.00,52.00,52.00,1543.00,247.00,639.00,0.39,113.00,329.00,0.34,134.00,310.00,0.43,0.47,122.00,164.00,0.74,38.00,151.00,189.00,88.00,45.00,19.00,79.00,134.00,729.00,10.10,0.51,2.50,10.30,6.40,8.80,1.40,1.10,10.00,21.70,-0.60,1.00,0.30,0.01,-2.60,-0.90,-3.50,-0.60,22.00,50.00,1517981.00,True,2021-03-28 - 2021-04-10; 2021-04-14 - 2021-04-15; 2021-04-19 - 2021-04-23; 2021-04-25 - 2021-04-27; 2021-04-30 - 2021-05-02; 2021-05-09 - 2021-12-18,245.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Luka Doncic,Forward-Guard,22.00,DAL,1610612742.00,2.00,66.00,66.00,2262.00,647.00,1351.00,0.48,192.00,548.00,0.35,455.00,803.00,0.57,0.55,344.00,471.00,0.73,54.00,473.00,527.00,567.00,64.00,36.00,281.00,152.00,1830.00,25.30,0.59,2.70,22.90,12.80,44.10,1.40,1.50,15.30,36.00,5.10,2.60,7.70,0.16,6.10,0.70,6.80,5.10,42.00,30.00,8049360.00,True,2021-03-03 - 2021-03-10; 2021-03-26 - 2021-03-28; 2021-03-27 - 2021-03-28; 2021-04-29 - 2021-04-30,11.00,Moderate Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Luka Samanic,Forward,21.00,SAS,1610612759.00,1.00,33.00,4.00,308.00,47.00,105.00,0.45,12.00,43.00,0.28,35.00,62.00,0.56,0.50,16.00,29.00,0.55,16.00,52.00,68.00,15.00,8.00,8.00,20.00,43.00,122.00,9.80,0.52,5.40,18.30,11.70,6.90,1.30,2.20,14.50,19.50,-0.20,0.30,0.10,0.02,-4.20,-0.70,-4.90,-0.20,33.00,39.00,2824320.00,True,2021-05-13 - 2030-06-21,3326.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Luke Kennard,Guard,25.00,LAC,1610612746.00,3.00,63.00,17.00,1232.00,197.00,414.00,0.48,100.00,224.00,0.45,97.00,190.00,0.51,0.60,26.00,31.00,0.84,15.00,146.00,161.00,104.00,23.00,9.00,48.00,91.00,520.00,12.70,0.61,1.40,13.00,7.30,11.90,0.90,0.70,10.10,17.10,1.60,1.10,2.70,0.10,0.30,-0.50,-0.20,0.60,47.00,25.00,5273826.00,True,2021-04-26 - 2021-04-28,2.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Luke Kornet,Center-Forward,25.00,CHI,1610612738.00,3.00,13.00,0.00,94.00,9.00,27.00,0.33,6.00,23.00,0.26,3.00,4.00,0.75,0.44,2.00,4.00,0.50,1.00,14.00,15.00,4.00,2.00,7.00,1.00,1.00,26.00,13.30,0.51,4.40,17.00,10.70,9.50,0.60,8.50,6.30,13.70,0.20,0.50,0.70,0.10,-0.80,1.60,0.80,0.30,36.00,36.00,2250000.00,True,2021-01-14 - 2021-01-18,4.00,Low Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Malachi Flynn,Guard,23.00,TOR,1610612761.00,0.00,47.00,14.00,928.00,127.00,340.00,0.37,54.00,168.00,0.32,73.00,172.00,0.42,0.45,45.00,56.00,0.80,10.00,106.00,116.00,137.00,38.00,7.00,43.00,68.00,353.00,10.90,0.48,1.10,13.00,6.90,21.40,2.00,0.80,10.50,19.00,0.00,0.80,0.80,0.04,-2.50,-0.20,-2.60,-0.10,27.00,45.00,1950600.00,True,2021-03-02 - 2021-03-17,15.00,Moderate Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Malcolm Brogdon,Guard,28.00,IND,1610612754.00,4.00,56.00,56.00,1930.00,444.00,980.00,0.45,145.00,374.00,0.39,299.00,606.00,0.49,0.53,153.00,177.00,0.86,58.00,236.00,294.00,329.00,49.00,15.00,115.00,110.00,1186.00,17.90,0.56,3.30,13.20,8.30,25.70,1.20,0.60,9.80,25.90,2.90,1.30,4.20,0.10,3.00,-0.90,2.10,2.00,34.00,38.00,20700000.00,True,2021-03-22 - 2021-03-24; 2021-04-03 - 2021-04-09; 2021-05-05 - 2021-11-03,190.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
2020-21,Malik Beasley,Guard,24.00,MIN,1610612750.00,4.00,37.00,36.00,1214.00,264.00,600.00,0.44,128.00,321.00,0.40,136.00,279.00,0.49,0.55,68.00,80.00,0.85,28.00,134.00,162.00,88.00,30.00,7.00,60.00,62.00,724.00,14.60,0.57,2.40,12.40,7.20,11.60,1.20,0.50,8.60,24.00,0.90,0.40,1.30,0.05,1.60,-1.80,-0.20,0.60,23.00,49.00,13425895.00,True,2021-04-03 - 2022-04-01,363.00,High Risk,109140000.00,132627000.00,138928000.00,3623000.00,9258000.00,5718000.00,4767000.00,123411936.51,
